,Country,Rank,lifeSatisfaction,Support,GDP,Health,Freedom,Generosity,Corruption,Year
454,Angola,140,3.79500007629395,1.10441195964813,0.858428180217743,0.0498686656355858,0.0,0.097926490008831,0.0697203353047371,2017
455,Afghanistan,141,3.79399991035461,0.581543326377869,0.401477217674255,0.180746778845787,0.106179520487785,0.311870932579041,0.0611578300595284,2017
456,Botswana,142,3.76600003242493,1.22155499458313,1.12209415435791,0.341755509376526,0.505196332931519,0.0993484482169151,0.0985831990838051,2017
457,Benin,143,3.65700006484985,0.435299843549728,0.431085407733917,0.209930211305618,0.425962775945663,0.207948461174965,0.0609290152788162,2017
458,Madagascar,144,3.64400005340576,0.913020372390747,0.305808693170547,0.375223308801651,0.189196765422821,0.208732530474663,0.0672319754958153,2017
459,Haiti,145,3.6029999256134,0.640449821949005,0.368610262870789,0.277321130037308,0.0303698573261499,0.489203780889511,0.0998721495270729,2017
460,Yemen,146,3.59299993515015,0.93538224697113,0.591683447360992,0.310080915689468,0.249463722109795,0.104125209152699,0.0567674227058887,2017
461,South Sudan,147,3.59100008010864,0.601323127746582,0.39724862575531,0.163486003875732,0.147062435746193,0.285670816898346,0.116793513298035,2017
462,Liberia,148,3.53299999237061,0.872117936611176,0.119041793048382,0.229918196797371,0.332881182432175,0.26654988527298,0.0389482490718365,2017
463,Guinea,149,3.50699996948242,0.791244685649872,0.244549930095673,0.194129139184952,0.348587512969971,0.264815092086792,0.110937617719173,2017
464,Togo,150,3.49499988555908,0.431882530450821,0.305444717407227,0.247105568647385,0.38042613863945,0.196896150708199,0.0956650152802467,2017
465,Rwanda,151,3.47099995613098,0.945707023143768,0.368745893239975,0.326424807310104,0.581843852996826,0.252756029367447,0.455220013856888,2017
466,Syria,152,3.46199989318848,0.396102607250214,0.777153134346008,0.50053334236145,0.0815394446253777,0.493663728237152,0.151347130537033,2017
467,Tanzania,153,3.34899997711182,1.04198980331421,0.511135876178741,0.364509284496307,0.390017777681351,0.354256361722946,0.0660351067781448,2017
468,Burundi,154,2.90499997138977,0.629793584346771,0.091622568666935,0.151610791683197,0.0599007532000542,0.204435184597969,0.0841479450464249,2017
469,Central African Republic,155,2.69300007820129,0.0,0.0,0.0187726859003305,0.270842045545578,0.280876487493515,0.0565650761127472,2017
470,Finland,1,7.632,1.592,1.305,0.874,0.681,0.202,0.393,2018
471,Norway,2,7.594,1.582,1.456,0.861,0.686,0.286,0.34,2018
472,Denmark,3,7.555,1.59,1.351,0.868,0.683,0.284,0.408,2018
473,Iceland,4,7.495,1.644,1.343,0.914,0.677,0.353,0.138,2018
474,Switzerland,5,7.487,1.549,1.42,0.927,0.66,0.256,0.357,2018
475,Netherlands,6,7.441,1.488,1.361,0.878,0.638,0.333,0.295,2018
476,Canada,7,7.328,1.532,1.33,0.896,0.653,0.321,0.291,2018
477,New Zealand,8,7.324,1.601,1.268,0.876,0.669,0.365,0.389,2018
478,Sweden,9,7.314,1.501,1.355,0.913,0.659,0.285,0.383,2018
479,Australia,10,7.272,1.573,1.34,0.91,0.647,0.361,0.302,2018
480,United Kingdom,11,7.19,1.433,1.244,0.888,0.464,0.262,0.082,2018
481,Austria,12,7.139,1.504,1.341,0.891,0.617,0.242,0.224,2018
482,Costa Rica,13,7.072,1.459,1.01,0.817,0.632,0.143,0.101,2018
483,Ireland,14,6.977,1.583,1.448,0.876,0.614,0.307,0.306,2018
484,Germany,15,6.965,1.474,1.34,0.861,0.586,0.273,0.28,2018
485,Belgium,16,6.927,1.483,1.324,0.894,0.583,0.188,0.24,2018
486,Luxembourg,17,6.91,1.52,1.576,0.896,0.632,0.196,0.321,2018
487,United States,18,6.886,1.471,1.398,0.819,0.547,0.291,0.133,2018
488,Israel,19,6.814,1.559,1.301,0.883,0.533,0.354,0.272,2018
489,United Arab Emirates,20,6.774,0.776,2.096,0.67,0.284,0.186,0.1655364970563016,2018
490,Czech Republic,21,6.711,1.489,1.233,0.854,0.543,0.064,0.034,2018
491,Malta,22,6.627,1.525,1.27,0.884,0.645,0.376,0.142,2018
492,France,23,6.489,1.466,1.293,0.908,0.52,0.098,0.176,2018
493,Mexico,24,6.488,1.252,1.038,0.761,0.479,0.069,0.095,2018
494,Chile,25,6.476,1.331,1.131,0.808,0.431,0.197,0.061,2018
495,Taiwan,26,6.441,1.436,1.365,0.857,0.418,0.151,0.078,2018
496,Panama,27,6.43,1.438,1.112,0.759,0.597,0.125,0.063,2018
497,Brazil,28,6.419,1.474,0.986,0.675,0.493,0.11,0.088,2018
498,Argentina,29,6.388,1.468,1.073,0.744,0.57,0.062,0.054,2018
499,Guatemala,30,6.382,1.268,0.781,0.608,0.604,0.179,0.071,2018
500,Uruguay,31,6.379,1.459,1.093,0.771,0.625,0.13,0.155,2018
501,Qatar,32,6.374,1.303,1.649,0.748,0.654,0.256,0.171,2018
502,Saudi Arabia,33,6.371,1.331,1.379,0.633,0.509,0.098,0.127,2018
503,Singapore,34,6.343,1.451,1.529,1.008,0.631,0.261,0.457,2018
504,Malaysia,35,6.322,1.258,1.161,0.669,0.356,0.311,0.059,2018
505,Spain,36,6.31,1.538,1.251,0.965,0.449,0.142,0.074,2018
506,Colombia,37,6.26,1.439,0.96,0.635,0.531,0.099,0.039,2018
507,Trinidad & Tobago,38,6.192,1.492,1.223,0.564,0.575,0.171,0.019,2018
508,Slovakia,39,6.173,1.537,1.21,0.776,0.354,0.118,0.014,2018
509,El Salvador,40,6.167,1.231,0.806,0.639,0.461,0.065,0.082,2018
510,Nicaragua,41,6.141,1.319,0.668,0.7,0.527,0.208,0.128,2018
511,Poland,42,6.123,1.448,1.176,0.781,0.546,0.108,0.064,2018
512,Bahrain,43,6.105,1.366,1.338,0.698,0.594,0.243,0.123,2018
513,Uzbekistan,44,6.096,1.584,0.719,0.605,0.724,0.328,0.259,2018
514,Kuwait,45,6.083,1.301,1.474,0.675,0.554,0.167,0.106,2018
515,Thailand,46,6.072,1.417,1.016,0.707,0.637,0.364,0.029,2018
516,Italy,47,6.0,1.501,1.264,0.946,0.281,0.137,0.028,2018
517,Ecuador,48,5.973,1.33,0.889,0.736,0.556,0.114,0.12,2018
518,Belize,49,5.956,1.101,0.807,0.474,0.593,0.183,0.089,2018
519,Lithuania,50,5.952,1.527,1.197,0.716,0.35,0.026,0.006,2018
520,Slovenia,51,5.948,1.506,1.219,0.856,0.633,0.16,0.051,2018
521,Romania,52,5.945,1.219,1.116,0.726,0.528,0.088,0.001,2018
522,Latvia,53,5.933,1.454,1.148,0.671,0.363,0.092,0.066,2018
523,Japan,54,5.915,1.462,1.294,0.988,0.553,0.079,0.15,2018
524,Mauritius,55,5.891,1.387,1.09,0.684,0.584,0.245,0.05,2018
525,Jamaica,56,5.89,1.493,0.819,0.693,0.575,0.096,0.031,2018
526,South Korea,57,5.875,1.204,1.266,0.955,0.244,0.175,0.051,2018
527,Northern Cyprus,58,5.835,1.211,1.229,0.909,0.495,0.179,0.154,2018
528,Russia,59,5.81,1.479,1.151,0.599,0.399,0.065,0.025,2018
529,Kazakhstan,60,5.79,1.516,1.143,0.631,0.454,0.148,0.121,2018
530,Cyprus,61,5.762,1.191,1.229,0.909,0.423,0.202,0.035,2018
531,Bolivia,62,5.752,1.223,0.751,0.508,0.606,0.141,0.054,2018
532,Estonia,63,5.739,1.532,1.2,0.737,0.553,0.086,0.174,2018
533,Paraguay,64,5.681,1.522,0.835,0.615,0.541,0.162,0.074,2018
534,Peru,65,5.663,1.249,0.934,0.674,0.53,0.092,0.034,2018
535,Kosovo,66,5.662,1.23,0.855,0.578,0.448,0.274,0.023,2018
536,Moldova,67,5.64,1.301,0.657,0.62,0.232,0.171,0.0,2018
537,Turkmenistan,68,5.636,1.533,1.016,0.517,0.417,0.199,0.037,2018
538,Hungary,69,5.62,1.401,1.171,0.732,0.259,0.061,0.022,2018
539,Libya,70,5.566,1.35,0.985,0.553,0.496,0.116,0.148,2018
540,Philippines,71,5.524,1.312,0.775,0.513,0.643,0.12,0.105,2018
541,Honduras,72,5.504,1.205,0.62,0.622,0.459,0.197,0.074,2018
542,Belarus,73,5.483,1.498,1.039,0.7,0.307,0.101,0.154,2018
543,Turkey,74,5.483,1.38,1.148,0.686,0.324,0.106,0.109,2018
544,Pakistan,75,5.472,0.81,0.652,0.424,0.334,0.216,0.113,2018
545,Hong Kong,76,5.43,1.29,1.405,1.03,0.524,0.246,0.291,2018
546,Portugal,77,5.41,1.429,1.188,0.884,0.562,0.055,0.017,2018
547,Serbia,78,5.398,1.369,0.975,0.685,0.288,0.134,0.043,2018
548,Greece,79,5.358,1.202,1.154,0.879,0.131,0.0,0.044,2018
549,Lebanon,80,5.358,1.179,0.965,0.785,0.503,0.214,0.136,2018
550,Montenegro,81,5.347,1.279,1.017,0.729,0.259,0.111,0.081,2018
551,Croatia,82,5.321,1.161,1.115,0.737,0.38,0.12,0.039,2018
552,Dominican Republic,83,5.302,1.441,0.982,0.614,0.578,0.12,0.106,2018
553,Algeria,84,5.295,1.154,0.979,0.687,0.077,0.055,0.135,2018
554,Morocco,85,5.254,0.797,0.779,0.669,0.46,0.026,0.074,2018
555,China,86,5.246,1.142,0.989,0.799,0.597,0.029,0.103,2018
556,Azerbaijan,87,5.201,1.161,1.024,0.603,0.43,0.031,0.176,2018
557,Tajikistan,88,5.199,1.166,0.474,0.598,0.292,0.187,0.034,2018
558,Macedonia,89,5.185,1.239,0.959,0.691,0.394,0.173,0.052,2018
559,Jordan,90,5.161,1.265,0.822,0.645,0.468,0.13,0.134,2018
560,Nigeria,91,5.155,1.172,0.689,0.048,0.462,0.201,0.032,2018
561,Kyrgyzstan,92,5.131,1.416,0.53,0.594,0.54,0.281,0.035,2018
562,Bosnia and Herzegovina,93,5.129,1.078,0.915,0.758,0.28,0.216,0.0,2018
563,Mongolia,94,5.125,1.517,0.914,0.575,0.395,0.253,0.032,2018
564,Vietnam,95,5.103,1.365,0.715,0.702,0.618,0.177,0.079,2018
565,Indonesia,96,5.093,1.215,0.899,0.522,0.538,0.484,0.018,2018
566,Bhutan,97,5.082,1.335,0.796,0.527,0.541,0.364,0.171,2018
567,Somalia,98,4.982,0.712,0.0,0.115,0.674,0.238,0.282,2018
568,Cameroon,99,4.975,0.891,0.535,0.182,0.454,0.183,0.043,2018
569,Bulgaria,100,4.933,1.515,1.054,0.712,0.359,0.064,0.009,2018
570,Nepal,101,4.88,1.228,0.425,0.539,0.526,0.302,0.078,2018
571,Venezuela,102,4.806,1.469,0.996,0.657,0.133,0.056,0.052,2018
572,Gabon,103,4.758,1.164,1.036,0.404,0.356,0.032,0.052,2018
573,Palestinian Territories,104,4.743,1.217,0.642,0.602,0.266,0.086,0.076,2018
574,South Africa,105,4.724,1.41,0.94,0.33,0.516,0.103,0.056,2018
575,Iran,106,4.707,0.771,1.059,0.691,0.459,0.282,0.129,2018
576,Ivory Coast,107,4.671,0.872,0.541,0.08,0.467,0.146,0.103,2018
577,Ghana,108,4.657,0.896,0.592,0.337,0.499,0.212,0.029,2018
578,Senegal,109,4.631,1.117,0.429,0.433,0.406,0.138,0.082,2018
579,Laos,110,4.623,1.034,0.72,0.441,0.626,0.23,0.174,2018
580,Tunisia,111,4.592,0.906,0.9,0.69,0.271,0.04,0.063,2018
581,Albania,112,4.586,0.817,0.916,0.79,0.419,0.149,0.032,2018
582,Sierra Leone,113,4.571,0.813,0.256,0.0,0.355,0.238,0.053,2018
583,Congo (Brazzaville),114,4.559,0.811,0.682,0.343,0.514,0.091,0.077,2018
584,Bangladesh,115,4.5,0.85,0.532,0.579,0.58,0.153,0.144,2018
585,Sri Lanka,116,4.471,1.314,0.918,0.672,0.585,0.307,0.05,2018
586,Iraq,117,4.456,0.971,1.01,0.536,0.304,0.148,0.095,2018
587,Mali,118,4.447,1.233,0.37,0.152,0.367,0.139,0.056,2018
588,Namibia,119,4.441,1.281,0.874,0.365,0.519,0.051,0.064,2018
589,Cambodia,120,4.433,1.088,0.549,0.457,0.696,0.256,0.065,2018
590,Burkina Faso,121,4.424,1.097,0.314,0.254,0.312,0.175,0.128,2018
591,Egypt,122,4.419,1.025,0.885,0.553,0.312,0.092,0.107,2018
592,Mozambique,123,4.417,0.902,0.198,0.173,0.531,0.206,0.158,2018
593,Kenya,124,4.41,1.048,0.493,0.454,0.504,0.352,0.055,2018
594,Zambia,125,4.377,1.047,0.562,0.295,0.503,0.221,0.082,2018
595,Mauritania,126,4.356,1.245,0.557,0.292,0.129,0.134,0.093,2018
596,Ethiopia,127,4.35,0.95,0.308,0.391,0.452,0.22,0.146,2018
597,Georgia,128,4.34,0.592,0.853,0.643,0.375,0.038,0.215,2018
598,Armenia,129,4.321,0.99,0.816,0.666,0.26,0.077,0.028,2018
599,Myanmar,130,4.308,1.174,0.682,0.429,0.58,0.598,0.178,2018
600,Chad,131,4.301,0.907,0.358,0.053,0.189,0.181,0.06,2018
601,Congo (Kinshasa),132,4.245,1.136,0.069,0.204,0.312,0.197,0.052,2018
602,India,133,4.19,0.747,0.721,0.485,0.539,0.172,0.093,2018
603,Niger,134,4.166,0.867,0.131,0.221,0.39,0.175,0.099,2018
604,Uganda,135,4.161,1.09,0.322,0.237,0.45,0.259,0.061,2018
605,Benin,136,4.141,0.372,0.378,0.24,0.44,0.163,0.067,2018
606,Sudan,137,4.139,1.24,0.605,0.312,0.016,0.134,0.082,2018
607,Ukraine,138,4.103,1.413,0.793,0.609,0.163,0.187,0.011,2018
608,Togo,139,3.999,0.474,0.259,0.253,0.434,0.158,0.101,2018
609,Guinea,140,3.964,0.792,0.344,0.211,0.394,0.185,0.094,2018
610,Lesotho,141,3.808,1.215,0.472,0.079,0.423,0.116,0.112,2018
611,Angola,142,3.795,1.125,0.73,0.269,0.0,0.079,0.061,2018
612,Madagascar,143,3.774,0.908,0.262,0.402,0.221,0.155,0.049,2018
613,Zimbabwe,144,3.692,1.094,0.357,0.248,0.406,0.132,0.099,2018
614,Afghanistan,145,3.632,0.537,0.332,0.255,0.085,0.191,0.036,2018
615,Botswana,146,3.59,1.174,1.017,0.417,0.557,0.042,0.092,2018
616,Malawi,147,3.587,0.541,0.186,0.306,0.531,0.21,0.08,2018
617,Haiti,148,3.582,0.714,0.315,0.289,0.025,0.392,0.104,2018
618,Liberia,149,3.495,0.858,0.076,0.267,0.419,0.206,0.03,2018
619,Syria,150,3.462,0.382,0.689,0.539,0.088,0.376,0.144,2018
620,Rwanda,151,3.408,0.896,0.332,0.4,0.636,0.2,0.444,2018
621,Yemen,152,3.355,1.073,0.442,0.343,0.244,0.083,0.064,2018
622,Tanzania,153,3.303,0.991,0.455,0.381,0.481,0.27,0.097,2018
623,South Sudan,154,3.254,0.608,0.337,0.177,0.112,0.224,0.106,2018
624,Central African Republic,155,3.083,0.0,0.024,0.01,0.305,0.218,0.038,2018
625,Burundi,156,2.905,0.627,0.091,0.145,0.065,0.149,0.076,2018
626,Finland,1,7.769,1.587,1.34,0.986,0.596,0.153,0.393,2019
627,Denmark,2,7.6,1.573,1.383,0.996,0.592,0.252,0.41,2019
628,Norway,3,7.554,1.582,1.488,1.028,0.603,0.271,0.341,2019
629,Iceland,4,7.494,1.624,1.38,1.026,0.591,0.354,0.118,2019
630,Netherlands,5,7.488,1.522,1.396,0.999,0.557,0.322,0.298,2019
631,Switzerland,6,7.48,1.526,1.452,1.052,0.572,0.263,0.343,2019
632,Sweden,7,7.343,1.487,1.387,1.009,0.574,0.267,0.373,2019
633,New Zealand,8,7.307,1.557,1.303,1.026,0.585,0.33,0.38,2019
634,Canada,9,7.278,1.505,1.365,1.039,0.584,0.285,0.308,2019
635,Austria,10,7.246,1.475,1.376,1.016,0.532,0.244,0.226,2019
636,Australia,11,7.228,1.548,1.372,1.036,0.557,0.332,0.29,2019
637,Costa Rica,12,7.167,1.441,1.034,0.963,0.558,0.144,0.093,2019
638,Israel,13,7.139,1.455,1.276,1.029,0.371,0.261,0.082,2019
639,Luxembourg,14,7.09,1.479,1.609,1.012,0.526,0.194,0.316,2019
640,United Kingdom,15,7.054,1.538,1.333,0.996,0.45,0.348,0.278,2019
641,Ireland,16,7.021,1.553,1.499,0.999,0.516,0.298,0.31,2019
642,Germany,17,6.985,1.454,1.373,0.987,0.495,0.261,0.265,2019
643,Belgium,18,6.923,1.504,1.356,0.986,0.473,0.16,0.21,2019
644,United States,19,6.892,1.457,1.433,0.874,0.454,0.28,0.128,2019
645,Czech Republic,20,6.852,1.487,1.269,0.92,0.457,0.046,0.036,2019
646,United Arab Emirates,21,6.825,1.31,1.503,0.825,0.598,0.262,0.182,2019
647,Malta,22,6.726,1.52,1.3,0.999,0.564,0.375,0.151,2019
648,Mexico,23,6.595,1.323,1.07,0.861,0.433,0.074,0.073,2019
649,France,24,6.592,1.472,1.324,1.045,0.436,0.111,0.183,2019
650,Taiwan,25,6.446,1.43,1.368,0.914,0.351,0.242,0.097,2019
651,Chile,26,6.444,1.369,1.159,0.92,0.357,0.187,0.056,2019
652,Guatemala,27,6.436,1.269,0.8,0.746,0.535,0.175,0.078,2019
653,Saudi Arabia,28,6.375,1.357,1.403,0.795,0.439,0.08,0.132,2019
654,Qatar,29,6.374,1.313,1.684,0.871,0.555,0.22,0.167,2019
655,Spain,30,6.354,1.484,1.286,1.062,0.362,0.153,0.079,2019
656,Panama,31,6.321,1.442,1.149,0.91,0.516,0.109,0.054,2019
657,Brazil,32,6.3,1.439,1.004,0.802,0.39,0.099,0.086,2019
658,Uruguay,33,6.293,1.465,1.124,0.891,0.523,0.127,0.15,2019
659,Singapore,34,6.262,1.463,1.572,1.141,0.556,0.271,0.453,2019
660,El Salvador,35,6.253,1.242,0.794,0.789,0.43,0.093,0.074,2019
661,Italy,36,6.223,1.488,1.294,1.039,0.231,0.158,0.03,2019
662,Bahrain,37,6.199,1.368,1.362,0.871,0.536,0.255,0.11,2019
663,Slovakia,38,6.198,1.504,1.246,0.881,0.334,0.121,0.014,2019
664,Trinidad & Tobago,39,6.192,1.477,1.231,0.713,0.489,0.185,0.016,2019
665,Poland,40,6.182,1.438,1.206,0.884,0.483,0.117,0.05,2019
666,Uzbekistan,41,6.174,1.529,0.745,0.756,0.631,0.322,0.24,2019
667,Lithuania,42,6.149,1.515,1.238,0.818,0.291,0.043,0.042,2019
668,Colombia,43,6.125,1.41,0.985,0.841,0.47,0.099,0.034,2019
669,Slovenia,44,6.118,1.523,1.258,0.953,0.564,0.144,0.057,2019
670,Nicaragua,45,6.105,1.325,0.694,0.835,0.435,0.2,0.127,2019
671,Kosovo,46,6.1,1.232,0.882,0.758,0.489,0.262,0.006,2019
672,Argentina,47,6.086,1.432,1.092,0.881,0.471,0.066,0.05,2019
673,Romania,48,6.07,1.232,1.162,0.825,0.462,0.083,0.005,2019
674,Cyprus,49,6.046,1.223,1.263,1.042,0.406,0.19,0.041,2019
675,Ecuador,50,6.028,1.312,0.912,0.868,0.498,0.126,0.087,2019
676,Kuwait,51,6.021,1.319,1.5,0.808,0.493,0.142,0.097,2019
677,Thailand,52,6.008,1.409,1.05,0.828,0.557,0.359,0.028,2019
678,Latvia,53,5.94,1.465,1.187,0.812,0.264,0.075,0.064,2019
679,South Korea,54,5.895,1.219,1.301,1.036,0.159,0.175,0.056,2019
680,Estonia,55,5.893,1.528,1.237,0.874,0.495,0.103,0.161,2019
681,Jamaica,56,5.89,1.478,0.831,0.831,0.49,0.107,0.028,2019
682,Mauritius,57,5.888,1.402,1.12,0.798,0.498,0.215,0.06,2019
683,Japan,58,5.886,1.419,1.327,1.088,0.445,0.069,0.14,2019
684,Honduras,59,5.86,1.236,0.642,0.828,0.507,0.246,0.078,2019
685,Kazakhstan,60,5.809,1.508,1.173,0.729,0.41,0.146,0.096,2019
686,Bolivia,61,5.779,1.209,0.776,0.706,0.511,0.137,0.064,2019
687,Hungary,62,5.758,1.41,1.201,0.828,0.199,0.081,0.02,2019
688,Paraguay,63,5.743,1.475,0.855,0.777,0.514,0.184,0.08,2019
689,Northern Cyprus,64,5.718,1.252,1.263,1.042,0.417,0.191,0.162,2019
690,Peru,65,5.697,1.274,0.96,0.854,0.455,0.083,0.027,2019
691,Portugal,66,5.693,1.431,1.221,0.999,0.508,0.047,0.025,2019
692,Pakistan,67,5.653,0.886,0.677,0.535,0.313,0.22,0.098,2019
693,Russia,68,5.648,1.452,1.183,0.726,0.334,0.082,0.031,2019
694,Philippines,69,5.631,1.293,0.807,0.657,0.558,0.117,0.107,2019
695,Serbia,70,5.603,1.383,1.004,0.854,0.282,0.137,0.039,2019
696,Moldova,71,5.529,1.328,0.685,0.739,0.245,0.181,0.0,2019
697,Libya,72,5.525,1.303,1.044,0.673,0.416,0.133,0.152,2019
698,Montenegro,73,5.523,1.361,1.051,0.871,0.197,0.142,0.08,2019
699,Tajikistan,74,5.467,1.098,0.493,0.718,0.389,0.23,0.144,2019
700,Croatia,75,5.432,1.266,1.155,0.914,0.296,0.119,0.022,2019
701,Hong Kong,76,5.43,1.277,1.438,1.122,0.44,0.258,0.287,2019
702,Dominican Republic,77,5.425,1.401,1.015,0.779,0.497,0.113,0.101,2019
703,Bosnia and Herzegovina,78,5.386,1.212,0.945,0.845,0.212,0.263,0.006,2019
704,Turkey,79,5.373,1.36,1.183,0.808,0.195,0.083,0.106,2019
705,Malaysia,80,5.339,1.171,1.221,0.828,0.508,0.26,0.024,2019
706,Belarus,81,5.323,1.465,1.067,0.789,0.235,0.094,0.142,2019
707,Greece,82,5.287,1.156,1.181,0.999,0.067,0.0,0.034,2019
708,Mongolia,83,5.285,1.531,0.948,0.667,0.317,0.235,0.038,2019
709,North Macedonia,84,5.274,1.294,0.983,0.838,0.345,0.185,0.034,2019
710,Nigeria,85,5.265,1.111,0.696,0.245,0.426,0.215,0.041,2019
711,Kyrgyzstan,86,5.261,1.438,0.551,0.723,0.508,0.3,0.023,2019
712,Turkmenistan,87,5.247,1.538,1.052,0.657,0.394,0.244,0.028,2019
713,Algeria,88,5.211,1.16,1.002,0.785,0.086,0.073,0.114,2019
714,Morocco,89,5.208,0.782,0.801,0.782,0.418,0.036,0.076,2019
715,Azerbaijan,90,5.208,1.147,1.043,0.769,0.351,0.035,0.182,2019
716,Lebanon,91,5.197,1.224,0.987,0.815,0.216,0.166,0.027,2019
717,Indonesia,92,5.192,1.203,0.931,0.66,0.491,0.498,0.028,2019
718,China,93,5.191,1.125,1.029,0.893,0.521,0.058,0.1,2019
719,Vietnam,94,5.175,1.346,0.741,0.851,0.543,0.147,0.073,2019
720,Bhutan,95,5.082,1.321,0.813,0.604,0.457,0.37,0.167,2019
721,Cameroon,96,5.044,0.91,0.549,0.331,0.381,0.187,0.037,2019
722,Bulgaria,97,5.011,1.513,1.092,0.815,0.311,0.081,0.004,2019
723,Ghana,98,4.996,0.868,0.611,0.486,0.381,0.245,0.04,2019
724,Ivory Coast,99,4.944,0.808,0.569,0.232,0.352,0.154,0.09,2019
725,Nepal,100,4.913,1.226,0.446,0.677,0.439,0.285,0.089,2019
726,Jordan,101,4.906,1.225,0.837,0.815,0.383,0.11,0.13,2019
727,Benin,102,4.883,0.437,0.393,0.397,0.349,0.175,0.082,2019
728,Congo (Brazzaville),103,4.812,0.799,0.673,0.508,0.372,0.105,0.093,2019
729,Gabon,104,4.799,1.183,1.057,0.571,0.295,0.043,0.055,2019
730,Laos,105,4.796,1.03,0.764,0.551,0.547,0.266,0.164,2019
731,South Africa,106,4.722,1.351,0.96,0.469,0.389,0.13,0.055,2019
732,Albania,107,4.719,0.848,0.947,0.874,0.383,0.178,0.027,2019
733,Venezuela,108,4.707,1.427,0.96,0.805,0.154,0.064,0.047,2019
734,Cambodia,109,4.7,1.122,0.574,0.637,0.609,0.232,0.062,2019
735,Palestinian Territories,110,4.696,1.247,0.657,0.672,0.225,0.103,0.066,2019
736,Senegal,111,4.681,1.134,0.45,0.571,0.292,0.153,0.072,2019
737,Somalia,112,4.668,0.698,0.0,0.268,0.559,0.243,0.27,2019
738,Namibia,113,4.639,1.313,0.879,0.477,0.401,0.07,0.056,2019
739,Niger,114,4.628,0.774,0.138,0.366,0.318,0.188,0.102,2019
740,Burkina Faso,115,4.587,1.056,0.331,0.38,0.255,0.177,0.113,2019
741,Armenia,116,4.559,1.055,0.85,0.815,0.283,0.095,0.064,2019
742,Iran,117,4.548,0.842,1.1,0.785,0.305,0.27,0.125,2019
743,Guinea,118,4.534,0.829,0.38,0.375,0.332,0.207,0.086,2019
744,Georgia,119,4.519,0.666,0.886,0.752,0.346,0.043,0.164,2019
745,Gambia,120,4.516,0.939,0.308,0.428,0.382,0.269,0.167,2019
746,Kenya,121,4.509,0.983,0.512,0.581,0.431,0.372,0.053,2019
747,Mauritania,122,4.49,1.167,0.57,0.489,0.066,0.106,0.088,2019
748,Mozambique,123,4.466,0.986,0.204,0.39,0.494,0.197,0.138,2019
749,Tunisia,124,4.461,1.0,0.921,0.815,0.167,0.059,0.055,2019
750,Bangladesh,125,4.456,0.928,0.562,0.723,0.527,0.166,0.143,2019
751,Iraq,126,4.437,0.98,1.043,0.574,0.241,0.148,0.089,2019
752,Congo (Kinshasa),127,4.418,1.125,0.094,0.357,0.269,0.212,0.053,2019
753,Mali,128,4.39,1.105,0.385,0.308,0.327,0.153,0.052,2019
754,Sierra Leone,129,4.374,0.841,0.268,0.242,0.309,0.252,0.045,2019
755,Sri Lanka,130,4.366,1.265,0.949,0.831,0.47,0.244,0.047,2019
756,Myanmar,131,4.36,1.181,0.71,0.555,0.525,0.566,0.172,2019
757,Chad,132,4.35,0.766,0.35,0.192,0.174,0.198,0.078,2019
758,Ukraine,133,4.332,1.39,0.82,0.739,0.178,0.187,0.01,2019
759,Ethiopia,134,4.286,1.033,0.336,0.532,0.344,0.209,0.1,2019
760,Swaziland,135,4.212,1.149,0.811,0.0,0.313,0.074,0.135,2019
761,Uganda,136,4.189,1.069,0.332,0.443,0.356,0.252,0.06,2019
762,Egypt,137,4.166,1.039,0.913,0.644,0.241,0.076,0.067,2019
763,Zambia,138,4.107,1.058,0.578,0.426,0.431,0.247,0.087,2019
764,Togo,139,4.085,0.572,0.275,0.41,0.293,0.177,0.085,2019
765,India,140,4.015,0.765,0.755,0.588,0.498,0.2,0.085,2019
766,Liberia,141,3.975,0.922,0.073,0.443,0.37,0.233,0.033,2019
767,Comoros,142,3.973,0.757,0.274,0.505,0.142,0.275,0.078,2019
768,Madagascar,143,3.933,0.916,0.274,0.555,0.148,0.169,0.041,2019
769,Lesotho,144,3.802,1.169,0.489,0.168,0.359,0.107,0.093,2019
770,Burundi,145,3.775,0.447,0.046,0.38,0.22,0.176,0.18,2019
771,Zimbabwe,146,3.663,1.114,0.366,0.433,0.361,0.151,0.089,2019
772,Haiti,147,3.597,0.688,0.323,0.449,0.026,0.419,0.11,2019
773,Botswana,148,3.488,1.145,1.041,0.538,0.455,0.025,0.1,2019
774,Syria,149,3.462,0.378,0.619,0.44,0.013,0.331,0.141,2019
775,Malawi,150,3.41,0.56,0.191,0.495,0.443,0.218,0.089,2019
776,Yemen,151,3.38,1.163,0.287,0.463,0.143,0.108,0.077,2019
777,Rwanda,152,3.334,0.711,0.359,0.614,0.555,0.217,0.411,2019
778,Tanzania,153,3.231,0.885,0.476,0.499,0.417,0.276,0.147,2019
779,Afghanistan,154,3.203,0.517,0.35,0.361,0.0,0.158,0.025,2019
780,Central African Republic,155,3.083,0.0,0.026,0.105,0.225,0.235,0.035,2019
781,South Sudan,156,2.853,0.575,0.306,0.295,0.01,0.202,0.091,2019
